title,company,min_exp,max_exp,location,skills,posted_days
Business Analyst,Accenture,1,4,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'guidewire', 'data modeling', 'data analysis', 'gap analysis', 'documentation']",7.0
Engineering Business Analyst,TE Connectivity,2,4,['Bengaluru'],"['cad', 'cad tools', 'power bi', 'technical drawing', 'salesforce', 'design documents', 'data analysis', 'prototyping']",7.0
Business Analyst AI & ML,TE Connectivity,6,8,['Hybrid - Bengaluru(Whitefield)'],"['artificial intelligence', 'digital transformation', 'machine learning', 'machine', 'digital', 'intelligence', 'ml', 'business analysis']",7.0
VisionPLUS Business Analyst (Core Banking Systems),Synechron,6,11,"['Bengaluru', 'Pune', 'Chennai']","['jcl', 'cobol', 'waterfall', 'cics', 'vsam', 'project management', 'data analysis', 'data management']",14.0
Business Analyst,Oracle,5,10,['Hybrid - Bengaluru'],"['quote to cash', 'order management', 'analytical', 'problem solving', 'data analysis', 'quotation', 'data', 'order fulfillment']",14.0
Inviting Applications For Business Analyst,Genpact,10,12,"['Hybrid - Bengaluru', 'Kolkata', 'Hyderabad']","['solution design and implementation', 'data analysis', 'business analysis', 'stakeholder management', 'sql', 'business analysis methodologie', 'continuous improvement', 'agile methodologies']",14.0
"Associate Staff Consultant, Business Analysis",Nagarro,5,7,"['Bengaluru', 'Mumbai (All Areas)']","['digital lending', 'jira', 'business analysis', 'agile methodology', 'waterfall', 'agile', 'sprint', 'analysis']",7.0
Business Analyst,Photon,8,13,"['Bengaluru', 'Pune', 'Chennai']","['confluence', 'documentation', 'presentation skills', 'business process mapping', 'jira', 'cdd', 'software testing', 'business analysis']",2.0
Business Analyst,Photon,3,7,['Bengaluru'],"['microsoft office suite', 'waterfall', 'visio', 'agile', 'jira', 'trello', 'cbap', 'bpmn']",3.0
Business Analyst,Photon,2,6,"['Bengaluru', 'Pune', 'Chennai']","['cspo', 'business analysis', 'user stories', 'agile', 'agile methodology', 'cbap', 'project management', 'gap analysis']",3.0
nCino Business Analyst,"NTT DATA, Inc.",8,10,"['Bengaluru', 'Noida']","['ncino', 'financial services', 'communicational skills', 'corporate lending', 'agile methodology', 'visualforce', 'sfdc', 'banking software']",7.0
Business Analyst,Accenture,3,8,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'business requirement analysis', 'process mapping', 'gap analysis', 'user stories', 'sql']",7.0
Business Analyst (Odessa),Emagine Infotech Software,2,5,['Bengaluru'],"['end user', 'written communication', 'customer service', 'business analysis', 'end', 'communication skills', 'analysis', 'usage']",7.0
Business analyst Conversation Banking (Chat),Capco,8,13,"['Hybrid - Bengaluru', 'Pune', 'Chennai']","['chatbot', 'chatbot and voicebot implementation', 'digital tranformation', 'business analyst', 'whatsapp', 'nlu', 'natural language understanding', 'chat-based digital journeys']",7.0
Lead Business Analyst,Meesho,4,9,['Bengaluru'],"['advance sql', 'python', 'sql', 'advanced excel', 'statistics', 'oracle', 'business management', 'business analysis']",7.0
Associate_ Business Analyst _IN_IT_ Services CO_IFS,PwC Service Delivery Center,3,8,['Bengaluru'],"['it services', 'business analysis', 'business analytics', 'disaster recovery', 'agile', 'continuous improvement', 'virtualization', 'user acceptance testing']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['python', 'documentation', 'presentation skills', 'sql', 'business requirement analysis', 'sql queries', 'bi', 'pyspark']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['business process modeling', 'project management', 'business solutions', 'business analysis', 'guidewire', 'gap analysis', 'documentation', 'business analytics']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['business process modeling', 'business solutions', 'business analysis', 'guidewire', 'information gathering', 'project management', 'documentation', 'user stories']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['project management', 'documentation', 'business analysis', 'guidewire', 'stakeholder management', 'gap analysis', 'power bi', 'user stories']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'guidewire', 'stakeholder management', 'software testing', 'gap analysis', 'documentation']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['project management', 'business analysis', 'guidewire', 'stakeholder management', 'project delivery', 'gap analysis', 'documentation', 'business solutions']",7.0
Business Analyst,Accenture,15,20,['Bengaluru'],"['trading', 'oems', 'stakeholder management', 'trade operations', 'financial markets', 'middle office', 'system design', 'business analysis']",7.0
Business Analyst,Accenture,12,15,['Bengaluru'],"['project management', 'business analysis', 'avaloq', 'process mapping', 'project execution', 'software testing', 'business modeling', 'automation testing']",7.0
Business Analyst - L4,Wipro,5,8,['Bengaluru'],"['business analysis', 'change request', 'user stories', 'rfi', 'rfp', 'client engagement', 'documentation', 'test cases']",7.0
Business Analyst - L4,Wipro,5,8,['Bengaluru'],"['project management', 'software testing', 'business analysis', 'change request', 'root cause analysis', 'client engagement', 'documentation', 'test cases']",7.0
Business Analyst - L4,Wipro,5,8,['Bengaluru'],"['project management', 'software testing', 'business analysis', 'root cause analysis', 'telco', 'client engagement', 'documentation', 'test cases']",7.0
Business Analyst - L5,Wipro,8,10,['Bengaluru'],"['project management', 'business analysis', 'root cause analysis', 'integration testing', 'payment domain', 'client engagement', 'documentation', 'test cases']",7.0
"Business Analyst - II, Selling Partner Support",Amazon,3,8,['Bengaluru'],"['statistical analysis', 'workforce management', 'business analyst', 'financial analysis', 'analytical', 'analyst ii', 'data visualization', 'business intelligence']",7.0
SW Business Analysis Associate Manager,Accenture,10,15,['Bengaluru'],"['project management', 'sap', 'bps', 'blackline', 'r2r', 'management skills', 'gap analysis', 'business analysis']",7.0
Business Analysis Professional,Capco,8,15,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['delivery excellence', 'business analyst', 'business analysis', 'management consulting', 'banking', 'agile', 'manager technology', 'workflow']",7.0
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['project management', 'program management', 'business analysis', 'scrum', 'agile', 'vendor management', 'team management', 'microsoft azure']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['documentation', 'business analysis', 'business requirement analysis', 'business process improvement', 'desktop publishing', 'business process analysis', 'process flow', 'technical hiring']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['business analysis', 'guidewire', 'sql', 'pmt', 'agile', 'c#', 'oracle', 'performance tuning']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['business process modeling', 'documentation', 'business solutions', 'business analysis', 'guidewire', 'project management', 'gap analysis', 'business analytics']",7.0
SW Business Analysis Associate Manager,Accenture,10,14,['Bengaluru'],"['business analysis', 'order to cash', 'p2p', 'software implementation', 'r2r', 'project management', 'gap analysis', 'change request']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['documentation', 'business analysis', 'guidewire', 'stakeholder management', 'process modeling', 'project management', 'gap analysis', 'power bi']",7.0
Business Analyst,Accenture,5,10,['Bengaluru'],"['business analysis', 'business process analysis', 'guidewire', 'agile', 'agile methodology', 'project management', 'gap analysis', 'documentation']",7.0
Business Analyst,Accenture,7,12,['Bengaluru'],"['business process modeling', 'system design', 'business analysis', 'business process analysis', 'guidewire', 'project management', 'documentation', 'business analytics']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['openlink endur', 'emission', 'openlink', 'waterfall', 'agile', 'ctrm', 'project management', 'etrm']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['business process modeling', 'project management', 'business solutions', 'business analysis', 'guidewire', 'gap analysis', 'documentation', 'system design']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['openlink endur', 'agile testing', 'emission', 'waterfall', 'agile', 'project management', 'automation testing', 'functional analysis']",7.0
Business Analyst,Accenture,7,12,['Bengaluru'],"['business analysis', 'business process analysis', 'guidewire', 'impact analysis', 'agile methodology', 'project management', 'gap analysis', 'documentation']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['openlink endur', 'agile testing', 'business process analysis', 'waterfall', 'agile', 'project management', 'ctrm', 'automation testing']",7.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['openlink endur', 'emission', 'openlink', 'waterfall', 'agile', 'ctrm', 'project management', 'etrm']",7.0
BUSINESS PROCESS ANALYST I,TE Connectivity,4,9,['Bengaluru'],"['power bi', 'sql', 'bi development', 'advanced excel', 'etl', 'sql queries', 'sap', 'supply chain']",7.0
Business Intelligence Analyst I,TE Connectivity,4,9,['Bengaluru'],"['python', 'data analysis', 'numpy', 'pandas', 'r', 'github', 'amazon redshift', 'aws sagemaker']",7.0
Business Operations Analyst-Associate,Qualcomm,3,6,['Bengaluru'],"['data analysis', 'salesforce', 'sales operations', 'advanced excel', 'business operations', 'channel sales', 'business analytics', 'business development']",7.0
IN_Manager_Workday Payroll Business Analysts,PwC Service Delivery Center,4,9,['Bengaluru'],"['payroll', 'change management', 'data management', 'business analysis', 'enterprise architecture', 'analytical', 'consulting', 'agile']",7.0
"Business Analyst, WHS, Safety Learning and Development Team (SLeD)",Amazon,5,6,['Bengaluru'],"['ms office suite', 'root cause analysis', 'interpersonal skills', 'lms', 'ergonomics', 'data integrity', 'data visualization', 'reporting tools']",7.0
Business Analyst - Medical Imaging,Citiustech,7,12,"['Hybrid - Bengaluru', 'Hyderabad', 'Mumbai (All Areas)']","['business analyst', 'medical imaging', 'clinical imaging', 'healthcare domain', 'hl7', 'dicom', 'product owner', 'hipaa']",7.0
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['project management', 'business analysis', 'variance analysis', 'budgeting', 'fpa', 'financial analysis', 'forecasting', 'program management']",14.0
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['project management', 'program management', 'business analysis', 'delivery management', 'agile', 'vendor management', 'team management', 'microsoft azure']",14.0
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['business analysis', 'talent development', 'talent acquisition', 'recruitment', 'talent engagement', 'project management', 'program management', 'training']",14.0
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['project management', 'program management', 'business analysis', 'scrum', 'agile', 'vendor management', 'team management', 'microsoft azure']",14.0
Business Analyst,Accenture,15,20,['Bengaluru'],"['document management system', 'business process improvement', 'documentation', 'business analysis', 'desktop publishing', 'business requirement analysis', 'stakeholder engagement', 'technical specifications']",14.0
Business Advisory Analyst,Accenture,3,5,['Bengaluru'],"['business advisory', 'accounting', 'claims', 'finance', 'corporate strategy', 'management consulting', 'project management', 'business strategy']",14.0
Business Advisory Analyst,Accenture,3,5,['Bengaluru'],"['project management', 'corporate planning', 'business advisory', 'business strategy', 'corporate strategy', 'management consulting', 'strategy consulting', 'business consulting']",14.0
Business Analyst,Accenture,12,15,['Bengaluru'],"['project management', 'c insurance', 'business requirement analysis', 'workflow analysis', 'duck creek', 'software testing', 'business solutions', 'business analysis']",14.0
Business Analyst,Accenture,15,20,['Bengaluru'],"['business process modeling', 'project management', 'business solutions', 'business analysis', 'guidewire', 'gap analysis', 'documentation', 'business analytics']",14.0
HCM Business Advisory Analyst,Deutsche Bank,2,6,['Bengaluru'],"['oracle', 'business advisory', 'servicenow', 'hcm', 'oracle peoplesoft', 'accounts receivable', 'accounts payable', 'erp']",14.0
Business Analyst - L5,Wipro,8,10,['Bengaluru'],"['project management', 'software testing', 'business analysis', 'change request', 'root cause analysis', 'retail banking', 'client engagement', 'documentation']",14.0
FS-RC-BT INS-Business Analyst/Consultant,EY,3,8,['Bengaluru'],"['insurance processing', 'assurance', 'competitive analysis', 'project management', 'analytical', 'consulting', 'manager technology', 'market research']",14.0
Analyst - Business Consulting,EY,2,5,['Bengaluru'],"['manager internal audit', 'assurance', 'operational excellence', 'data modeling', 'analytical', 'risk consulting', 'agile', 'business strategy']",14.0
Business Analyst,Accenture,5,10,['Bengaluru'],"['bpmn', 'process analysis', 'business process analysis', 'guidewire', 'uml', 'business process modeling', 'project management', 'project documentation']",14.0
Appian Business Analyst,e Labs Infotech Pvt Ltd,5,10,"['Hybrid - Bengaluru', 'Hyderabad', 'Pune']","['appian', 'appian bpm', 'business analysis', 'business process management', 'analysis']",7.0
Data Analytics Business Analyst Lead - Finance and Corp. Processes,Solventum,7,12,['Bengaluru'],"['business analyst lead', 'lead finance', 'sap', 'data modeling', 'consulting', 'system integration', 'pega', 'business intelligence']",21.0
Compliance-Analyst-Business Unit Compliance,Goldman Sachs,1,4,['Bengaluru'],"['manager internal audit', 'analytical', 'relationship building', 'wellness', 'html', 'investment banking', 'investment management', 'risk management']",
Compliance-Bengaluru-Analyst-Business Unit Compliance,Goldman Sachs,5,10,['Bengaluru'],"['manager internal audit', 'usage', 'risk assessment', 'analytical', 'wellness', 'html', 'investment banking', 'investment management']",
Walk-In Fresher's/Expr-MIS Executive/Reporting/Ops/MIS Data Analyst,Wisdom Bridge Consultants,0,2,"['Bengaluru', 'Hosur', 'Kanakapura', 'Devanahalli', 'Mysuru', 'Nelamangala', 'Hosakote', 'Bangalore Rural', 'Ramanagara']","['mis operations', 'advanced excel', 'mis reporting', 'vlookup', 'data validation', 'mis preparation', 'business intelligence', 'data engineering']",7.0
Data Analyst,ti Steps,0,2,"['Bengaluru', 'Hyderabad', 'Chennai']","['power bi', 'tableau', 'data analytics', 'sql', 'python', 'excel', 'statistics', 'data analysis']",21.0
Winfrox Hiring Remote Data Analysts,Digital Solution Tech,0,4,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['data analysis', 'tableau', 'usage', 'excel', 'data manipulation', 'analytical', 'power bi', 'data analyst']",
Senior Financial Analyst,Cambium Networks,0,2,['Bengaluru'],"['financial statements', 'financial analysis', 'us gaap', 'general ledger', 'ifrs', 'accounting', 'general ledger management', 'taxation']",21.0
Data Analyst,Acciojob,0,1,['Bengaluru'],"['aptitude', 'excel', 'power bi', 'problem solving', 'sql', 'data analysis', 'bi', 'data']",
Data Analyst,Sutara Learning Foundation,0,1,['Bengaluru(Bannerghatta Road)'],"['power bi', 'data analysis', 'tableau', 'data analytics', 'sql', 's', 'data', 'bigquery']",14.0
Sales Data Analyst,Talent Corner Hr Services,0,5,['Bengaluru'],"['sales pitch', 'presentation skills', 'documentation and reporting', 'lead generation', 'client interaction', 'sales', 'crm', 'leadership']",7.0
Data Analyst,Leading Client,0,2,['Hybrid - Bengaluru'],"['data analysis', 'data science', 'data visualizations', 'data analytics', 'data', 'analysis', 'analytics', 'data visualization']",7.0
Data Analyst,Bayone Solutions,0,3,['Bengaluru'],"['data modeling', 'kpi', 'mysql', 'power bi', 'server management', 'data analyst', 'data visualization', 'customer engagement']",
Clinical Data Analyst- Internship With Stipend- Pharma/BDS/ Lifescienc,Clininfotech,0,1,"['Bengaluru', 'Hyderabad/Secunderabad', 'Pune']","['clinical research', 'internship', 'pharma', 'clinical data management', 'biotechnology', 'pharmaceutics', 'microbiology', 'pharmacology']",7.0
Data Analyst,Augie,0,3,['Bengaluru'],"['market analysis', 'usage', 'excel', 'data collection', 'database', 'data analyst', 'data visualization', 'troubleshooting']",
Internship Junior Data Analyst,Rezultize,0,1,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['computer science', 'data analysis', 'analytical', 'data collection', 'market research', 'customer engagement', 'internship', 'sql']",
Data Analyst,Karmanx,0,1,['Bengaluru'],"['analytical skills', 'data analysis', 'data science', 'data modeling', 'html', 'data analytics', 'data analyst', 'mathematics']",
Data Analyst,Digital Glyde,0,3,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['data analysis', 'excel', 'statistical analysis', 'analytical', 'power bi', 'data integrity', 'data analyst', 'data visualization']",
Data Analyst (IoT),Log9 Materials,0,6,['Bengaluru'],"['sas', 'big data analytics', 'data analyst', 'customer service', 'business intelligence', 'macros', 'analytics', 'reporting tools']",
Data Verification Analyst,Foundation Ai,0,5,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration', 'data mining']",
Data Analyst,Boss Wallah,0,1,['Bengaluru'],"['computer science', 'sql queries', 'data analysis', 'malayalam', 'analytical', 'programming', 'power bi', 'data analyst']",14.0
Data Analyst,Bombay Play,0,3,['Bengaluru'],"['c++', 'analytical', 'machine learning', 'javascript', 'data analyst', 'open source', 'statistics', 'analytics']",
TARIFF DATA ANALYST,Innover Digital,0,5,['Bengaluru'],"['supply chain', 'it services', 'trade', 'management systems', 'project management', 'data analyst', 'trade operations', 'continuous improvement']",
Sr. Business Analyst,EXL,8,13,['Hybrid - Bengaluru'],"['relationship management', 'business development', 'strategy', 'business analysis', 'banking', 'stakeholder management', 'analysis', 'relationship']",1.0
Senior Business Analyst,Expian Technologies,6,11,['Bengaluru'],"['business analytics', 'requirement gathering', 'user stories', 'project management', 'stakeholder management', 'end to end', 'brd', 'gherkin']",1.0
Senior Workday Business Analyst - Workday & ServiceNow,Sadup Soft,10,12,['Remote'],"['workday hcm', 'business analysis', 'servicenow', 'workday financials', 'cmdb', 'uat', 'business process analysis', 'sql']",1.0
Senior Business Analyst II & Lead Business Analyst,Inxite Out,5,10,['Remote'],"['warehouse design', 'requirement gathering', 'documentation', 'data modeling', 'analytics', 'power bi / tableau', 'ai/ml', 'leadership']",1.0
Senior Business Analyst / QA Lead,acesoft,6,8,['Hybrid - Bengaluru'],"['business analyst', 'manual testing', 'qa', 'b2b', 'b2c', 'spider', 'aem', 'jira']",1.0
Senior Business Analyst / QA Lead,Acesoft Labs India Pvt.Ltd,6,10,['Hybrid - Bengaluru'],"['qa analysis', 'aem', 'functional testing', 'business analysis', 'stibo', 'wordpress', 'spider', 'adobe experience management']",1.0
Senior Business Analyst,Airbnb,5,9,['Bengaluru'],"['tableau', 'sql', 'stakeholder management', 'data visualization', 'dashboards', 'business analysis', 'senior', 'management']",1.0
Senior Oracle EPM Cloud Business Analyst,Kiba Labs,4,6,['Remote'],"['oracle epm cloud', 'oracle fusion financials', 'epm automation tools', 'financial planning & analysis', 'business analysis & requirement gathering', 'budgeting', 'forecasting & variance analysis', 'forecasting']",1.0
Senior Business Analyst,Meesho,2,4,['Bengaluru'],"['advance sql', 'python', 'business analysis', 'sql', 'advanced excel', 'project management', 'business management', 'business analytics']",2.0
Business Analyst - Transaction Analysts,Transaction Analysts,3,8,['Bengaluru'],"['business analyst', 'business analysis', 'project management', 'manager technology', 'user acceptance testing', 'monitoring', 'user acceptance', 'gui testing']",
Senior Salesforce Business Analyst,Nivasoft,3,5,['Bengaluru'],"['cpq', 'service cloud', 'sales cloud', 'salesforce', 'regression testing', 'requirement gathering', 'uat testing', 'flows']",1.0
Senior Salesforce Business Analyst,Nivasoft,3,8,['Bengaluru'],"['salesforce', 'cpq', 'service cloud', 'cloud', 'data management', 'sales cloud', 'experience cloud', 'sales']",1.0
Senior Lead Business Analyst,Infinite,8,13,['Bengaluru'],"['site integration', 'lead business analyst', 'hipaa', 'agile', 'radiology', 'healthcare', 'gap analysis', 'jira']",1.0
Senior D365 F&O Business Analyst,Acesoft,6,10,['Bengaluru'],"['business analyst', 'dynamics', 'data warehousing', 'senior d365 f&o', 'databricks', 'training', 'supply chain management', 'data migration']",1.0
Business Analyst Sr,Acesoft Labs India Pvt. Ltd.,5,8,"['Bengaluru', 'Hyderabad']","['business analysis', 'process improvement', 'metrics development', 'cost/benefit analysis', 'service layer', 'uipath', 'agile methodology', 'project management']",1.0
R2R Analyst,Manpower group,0,4,['Bengaluru'],"['r2r process', 'record to report', 'record to report r2r', 'reporting', 'process', 'r2r']",4.0
Senior Healthcare Research & Data Analyst,Clarivate,5,10,['Bengaluru'],"['power bi', 'sharepoint', 'market research', 'powerapps', 'competitive analysis', 'financial analysis', 'data analysis', 'forecasting']",14.0
Intercompany Analyst,ABB,0,1,['Bengaluru'],"['accounts payable', 'sap', 'journal entries', 'p2p', 'financial reporting', 'fixed assets', 'accounts receivable', 'general ledger accounting']",
"Senior Analyst, Business Development Operations",Zscaler Softech,6,8,['Bengaluru'],"['corporate business development', 'bd', 'data analytics', 'sfdc', 'sales growth', 'business development', 'sales', 'excel']",1.0
Otc Analyst,manpower groups,0,4,['Bengaluru'],"['o2c cash application', 'order to cash', 'cash applications', 'o2c billing', 'cash', 'order fulfillment', 'application', 'otc']",5.0
Senior Business Intelligence Analyst,Caterpillar Inc,4,8,"['Bengaluru', 'Chennai']","['automation', 'sales', 'senior analyst', 'project management', 'programming', 'data visualization', 'lead management', 'analytics']",7.0
Associate Business Data Analyst (Metrics & Analytics),First Advantage,3,8,['Bengaluru'],"['stakeholder engagement', 'automation', 'business data analyst', 'mis', 'data quality', 'advanced excel', 'ms office', 'data mining']",7.0
"Data Eng, Mgmt & Governance Sr Analyst",Accenture,5,8,['Bengaluru'],"['project management', 'data management', 'data analysis', 'sql', 'database management', 'risk management', 'python', 'data analytics']",7.0
Sr Financial Business Systems Analyst,Rarr Technologies,4,9,['Bengaluru'],"['computer science', 'automation', 'performance management', 'process improvement', 'financial planning', 'budgeting', 'business intelligence', 'sdlc']",7.0
Senior Data Analyst,Capco,7,12,"['Hybrid - Bengaluru', 'Pune']","['pyspark', 'etl', 'python', 'sql', 'data', 'data analysis', 'senior']",7.0
Business Analyst/Data Analyst,Leading Client,3,5,['Bengaluru'],"['data visualization', 'visualization', 'pandas', 'dashboard design', 'data analyst', 'statistical analyst', 'data modeling', 'data analytics']",14.0
Senior Data Quality and Governance Analyst,Jones Lang LaSalle,6,11,['Bengaluru'],"['relationship management', 'data management', 'relationship building', 'consulting', 'data quality', 'information management', 'risk management', 'analytics']",2.0
Financial Analyst,Service based Top B2C/B2B IT Services Firm,0,4,"['Bengaluru', 'Hyderabad', 'Chennai']","['financial analysis', 'financial reporting', 'database management', 'financial analytics', 'financial management', 'management reporting', 'reporting', 'business reporting']",3.0
"Senior Analyst, Merchandising & Business Finance",Lowes Services India Private limited,2,7,['Bengaluru'],"['supply chain', 'inventory analysis', 'financial reporting', 'enterprise architecture', 'cma', 'business analytics', 'finance', 'merchandising']",7.0
Senior Financial Analyst GS Business Support,Abiomed,2,5,['Bengaluru'],"['payroll', 'sap', 'excel', 'cma', 'pharma', 'analytical', 'healthcare', 'cima']",7.0
Senior Analyst - Data Analysis,Tesco,3,8,['Bengaluru'],"['supply chain', 'telecom', 'automation', 'data analysis', 'analytical', 'data quality', 'teradata', 'business solutions']",7.0
Associate Business Data Analyst (Metrics & Analytics),Sterling Talent,3,8,['Bengaluru'],"['stakeholder engagement', 'automation', 'business data analyst', 'mis', 'data quality', 'advanced excel', 'ms office', 'data mining']",7.0
Senior Analyst - Data Analytics,Goldman Sachs,2,5,['Bengaluru'],"['data analysis', 'employee engagement', 'workforce planning', 'power bi', 'hr', 'talent management', 'analytics', 'human capital management']",7.0
Senior Data Analyst,Zynga,5,8,['Hybrid - Bengaluru'],"['data analytics', 'sql', 'python', 'tableau', 'analytics', 'data', 'senior']",7.0
"Senior Engineer, Data Analyst",Nagarro,3,5,['Bengaluru'],"['google analytics', 'data analysis', 'sql', 'bigquery', 'google', 'analytics', 'data', 'analysis']",7.0
Senior Data Analyst,Optum,7,12,['Hybrid - Bengaluru'],"['azure cloud', 'data pipeline', 'data modeling', 'python', 'sql', 'scala', 'ml algorithms', 'data']",7.0
"Data Eng, Mgmt & Governance Sr Analyst",Accenture,5,8,['Bengaluru'],"['metadata', 'python', 'sql', 'tableau', 'gcp', 'schema', 'data management', 'data analysis']",7.0
"Data Eng, Mgmt & Governance Sr Analyst",Accenture,5,8,['Bengaluru'],"['data management', 'data analysis', 'pyspark', 'microsoft azure', 'power bi', 'python', 'data analytics', 'natural language processing']",7.0
Senior Analyst - Data & Insights,TE Connectivity,4,9,['Bengaluru'],"['python', 'data manipulation', 'sales', 'sql', 'data visualization', 'digital marketing', 'adobe analytics', 'eloqua']",7.0
Senior Analyst - Data Science,Infosys,3,6,['Bengaluru'],"['python', 'machine learning', 'artificial intelligence', 'data science', 'aws', 'algorithms', 'data analysis', 'eda']",7.0
S&C Global Network - AI - Hi Tech - Data Science Sr. Analyst,Accenture,3,8,['Bengaluru'],"['python', 'natural language processing', 'sql', 'computer vision', 'machine learning algorithms', 'scikit-learn', 'amazon redshift', 'microsoft azure']",7.0
Clinical Data Svs Sr Analyst,Accenture,5,8,['Bengaluru'],"['python', 'sas', 'sql', 'plsql', 'r', 'sae reconciliation', 'data services', 'pharmaceutical']",7.0
EYP-DnA-Data Engineer - Senior Analyst,EY,6,11,['Bengaluru'],"['microstrategy', 'performance tuning', 'automation', 'business objects', 'production support', 'cognos', 'mysql', 'oracle']",7.0
Senior Analyst â€“ Data Integrations & System Support,IBM,4,9,['Bengaluru'],"['oracle', 'sql', 'fusion', 'oracle erp', 'troubleshooting', 'analytics cloud', 'erp', 'python']",7.0
Clinical Data Svs Sr Analyst,Accenture,5,8,['Bengaluru'],"['documentation', 'ich', 'clinical data', 'gcp', 'crf', 'data operations', 'software testing', 'medidata rave']",7.0
Clinical Data Svs Sr Analyst,Accenture,5,8,['Bengaluru'],"['medidata rave', 'edc', 'unit testing', 'database design', 'oracle clinical', 'sae reconciliation', 'data services', 'inform']",7.0
Clinical Data Svs Sr Analyst,Accenture,5,8,['Bengaluru'],"['sas', 'business analytics', 'cognos', 'sql', 'plsql', 'sae reconciliation', 'data services', 'pharmaceutical']",7.0
Clinical Data Svs Sr Analyst,Accenture,5,8,['Bengaluru'],"['data services', 'sas', 'sql', 'plsql', 'clinical data', 'sae reconciliation', 'pharmaceutical', 'inform']",7.0
"Business Analyst, FinOps, BwP/MCF",Amazon,3,8,['Bengaluru'],"['business analyst', 'financial analysis', 'analytical', 'financial operations', 'data analyst', 'data visualization', 'analytics', 'monitoring']",14.0
Planisware Business Analyst,Emagine Infotech Software,2,5,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['financial analysis', 'forecasting', 'scenario planning', 'user stories', 'usage', 'planning', 'finance', 'analysis']",
Business Analyst,Accenture,12,15,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'guidewire', 'data modeling', 'data analysis', 'gap analysis', 'documentation']",21.0
Business Analyst,Accenture,15,25,['Bengaluru'],"['documentation', 'business solutions', 'business analysis', 'guidewire', 'process mapping', 'project management', 'data analysis', 'data analytics']",21.0
Business Analyst,Accenture,3,8,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'business requirement analysis', 'process mapping', 'data analysis', 'data analytics', 'gap analysis']",21.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['project management', 'project implementation', 'business analysis', 'business requirement analysis', 'process mapping', 'data analysis', 'gap analysis', 'business solutions']",21.0
IN_Senior Associate_ R&C Downstream Business Analyst,PwC Service Delivery Center,2,5,['Bengaluru'],"['data analysis', 'trade finance', 'risk assessment', 'analytical', 'business analytics', 'reconciliation', 'anti money laundering', 'capital market']",
Business Analyst- PIBL,Paytm,1,2,['Bengaluru'],"['advance sql', 'python', 'project management', 'documentation', 'r', 'hive', 'time management skills', 'database maintenance']",
Business Analyst,Accenture,3,8,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'epic', 'process mapping', 'data analytics', 'data analysis', 'gap analysis']",
"Business Analyst, Amazon Pay",Amazon,1,6,['Bengaluru'],"['computer science', 'data analysis', 'sas', 'business analysis', 'customer service', 'spss', 'data mining', 'sql']",
Business Analyst,Wipro,7,12,"['Hybrid - Bengaluru', 'Pune', 'Chennai']","['sap', 'visio', 'business analyst', 'sql', 'quantum', 'summit', 'business analysis']",
Business Analyst Lead,Hexaware Technologies,12,18,"['Bengaluru', 'Chennai', 'Delhi / NCR']","['property and casualty insurance', 'business analysis', 'insurance domain', 'property', 'property', 'casualty', 'insurance', 'analysis']",
