title,company,min_exp,max_exp,location,skills,posted_days
IN-Senior Associate_ Data Analyst __Data and Analytics,PwC Service Delivery Center,5,8,['Bengaluru'],"['automation', 'data analysis', 'git', 'data management', 'data modeling', 'stored procedures', 'business intelligence', 'data mining']",
Senior Data Analyst,Jones Lang LaSalle Property Consultants (India) Pv t. Ltd.,3,7,['Bengaluru'],"['data analysis', 'sas', 'senior data analyst', 'qlikview', 'tableau', 'sql', 'python', 'data']",7.0
"Senior Analyst, Sustainability Data and Reporting",Jones Lang LaSalle Property Consultants (India) Pv t. Ltd.,4,6,['Bengaluru'],"['data analysis', 'data management', 'power bi', 'data processing', 'data visualizations', 'data', 'process', 'analysis']",7.0
Senior Data Analyst,Jones Lang LaSalle Property Consultants (India) Pv t. Ltd.,3,6,['Bengaluru'],"['power bi', 'tableau', 'pc', 'ariba', 'coupa', 'python', 'data analysis', 'natural language processing']",7.0
Sr Analyst I Data Engineering,DXC Technology,5,10,['Bengaluru'],"['usage', 'manager quality assurance', 'senior analyst', 'social media', 'manager technology', 'data processing', 'data quality', 'oracle']",14.0
S&C Global Network - AI - Hi Tech - Data Science Sr. Analyst,Accenture,4,9,['Bengaluru'],"['python', 'erp', 'natural language processing', 'computer vision', 'crm', 'flooring', 'microsoft azure', 'concreting']",14.0
Senior Data Analyst,Accolite Software India Pvt Ltd,3,8,['Bengaluru'],"['unix', 'performance tuning', 'business objects', 'application support', 'data modeling', 'plsql', 'informatica', 'teradata']",
Business Analyst,Jindal Aluminium,5,6,['Bengaluru'],"['market analysis', 'senior management', 'business analyst', 'analytical', 'raw material procurement', 'market data analyst', 'research', 'strategy development']",
Capital Market Business Analyst,Exafluence Global Analytics,5,10,"['Bengaluru', 'Tirupati', 'Chennai']","['capital market', 'business analysis', 'mutual funds', 'derivative market', 'analysis', 'derivatives']",4.0
Business Analyst,Livspace,1,3,['Bengaluru'],"['excel', 'sql', 'power bi', 'tableau', 'python', 'bi', 'business analysis']",21.0
Business Analyst - BPA,Yash Technologies,4,9,['Bengaluru'],"['supply chain', 'mining', 'data analysis', 'automation', 'business transformation', 'process improvement', 'business process management', 'continuous improvement']",14.0
Junior Business Analyst,Apps For Bharat,2,4,['Bengaluru'],"['customer acquisition', 'junior business analyst', 'data analysis', 'business analyst', 'process improvement', 'strategic planning', 'agile', 'market research']",
Zensar is Hiring For Business Analyst with P&C Insurance _ Night Shift,Zensar,6,11,['Bengaluru'],"['property and casualty insurance', 'business analysis', 'c', 'analysis', 'insurance', 'c insurance', 'p', 'casualty']",21.0
Business Analyst -FICO Blaze,Yes Bank,3,8,"['Bengaluru', 'Hyderabad', 'Pune']","['fico blaze', 'blaze advisor', 'dhw', 'fico bre', 'fico blaze technologies', 'blaze', 'business rule engine', 'brms']",21.0
Business Analysis-Education Job,Yash Technologies,5,12,['Bengaluru'],"['data analysis', 'automation', 'sap', 'business analysis', 'analytical', 'peoplesoft', 'management', 'black belt']",
FPDS - Business Analyst Treasury,ABB,5,10,['Bengaluru'],"['sap s hana', 'central finance', 'system design', 'data flow', 'finance', 'sap fi', 'accounting', 'sql']",
FPDS - Business Analyst P2P,ABB,5,10,['Bengaluru'],"['system design', 'sap s hana', 'central finance', 'data flow', 'finance', 'erp', 'sap', 'data analytics']",
FPDS - Business Analyst Tax,ABB,7,12,['Bengaluru'],"['system design', 'sap s hana', 'central finance', 'data flow', 'finance', 'erp', 'sap', 'data analytics']",
Business Analyst - Business Analysis -,Photon,5,7,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['data analysis', 'change management', 'business analysis', 'analytical', 'gap analysis', 'jira', 'information technology', 'user acceptance testing']",
Business Analyst,SLK Digital,2,4,['Bengaluru'],"['business analysis', 'sales', 'bfsi', 'feasibility analysis', 'user acceptance testing', 'documentation', 'case studies', 'technology solutions']",
Business Analyst,SLK Digital,5,10,['Bengaluru'],"['business analysis', 'sales', 'bfsi', 'feasibility analysis', 'user acceptance testing', 'documentation', 'case studies', 'technology solutions']",
Business Analyst,Photon,3,5,['Bengaluru'],"['computer science', 'data analysis', 'data management', 'project management', 'process improvement', 'analytical', 'market research', 'project delivery']",
"Associate, IT Business Systems Analysis (T)",Alcon Laboratories,2,5,['Bengaluru'],"['unix', 'manager quality assurance', 'jsp', 'consulting', 'plsql', 'application development', 'windows', 'manager quality control']",2.0
Business Analyst with Cloud and FinOps Knowledge,Motorola Solutions,3,6,['Bengaluru'],"['procurement', 'stakeholder engagement', 'data analysis', 'business analysis', 'process improvement', 'billing', 'resource management', 'continuous improvement']",
Business Analyst | Offshore,Photon,1,8,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['data analysis', 'erp', 'manager quality assurance', 'business analysis', 'project management', 'process improvement', 'analytical', 'risk management']",
Manager Business Analyst - BPA,Yash Technologies,12,15,['Bengaluru'],"['supply chain', 'mining', 'business transformation', 'process improvement', 'business strategy', 'continuous improvement', 'operations', 'analytics']",14.0
Zensar is Hiring For Guidewire BC Business Analyst Immediate Joiners,Zensar,5,10,"['Hybrid - Bengaluru', 'Hyderabad', 'Pune']","['billing center', 'guidewire', 'business analysis', 'billing', 'center', 'bc', 'hiring', 'analysis']",14.0
Business Analyst I Naukri.com,Info Edge,1,3,['Bengaluru'],"['python', 'data analysis', 'data analytics', 'data management', 'kpi', 'data mining', 'bi', 'business analysis']",14.0
Business Analyst Business Analyst,Zensar,2,7,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['design engineering', 'technology consulting', 'business analyst', 'focus', 'agile', 'conceptualization', 'management', 'engineering']",14.0
Business Analyst,Info Edge,1,3,['Bengaluru'],"['business analyst', 'excel', 'power bi', 'business analysis', 'analysis', 'bi']",14.0
Lead Business Analyst,ThoughtWorks,4,8,"['Bengaluru', 'Gurugram', 'Coimbatore']","['continuous development', 'continuous delivery', 'lean', 'agile', 'delivery methodologies', 'project management', 'side', 'gap analysis']",14.0
Business Analyst- CxO's Office,More Retail,2,7,"['Bengaluru(Frazer Town)', 'Mumbai (All Areas)(Andheri East)']","['sql', 'project management', 'power bi', 'sql queries', 'dashboards', 'tableau', 'python', 'cxo']",14.0
Business Analyst,NoBroker,1,4,['Bengaluru'],"['advanced excel', 'python', 'ai algorithms', 'artificial intelligence', 'machine learning', 'sql', 'machine', 'intelligence']",14.0
Lead Business Analyst,ThoughtWorks,4,8,"['Bengaluru', 'Gurugram', 'Coimbatore']","['continuous development', 'continuous delivery', 'lean', 'agile', 'delivery methodologies', 'project management', 'side', 'gap analysis']",21.0
Lead Business Analyst,ThoughtWorks,4,8,"['Bengaluru', 'Gurugram', 'Coimbatore']","['continuous development', 'continuous delivery', 'lean', 'agile', 'delivery methodologies', 'project management', 'side', 'gap analysis']",21.0
Business Process Analyst,Msi Services,1,4,['Bengaluru'],"['pmp', 'change management', 'data migration', 'msi', 'project governance', 'agile', 'jira', 'stakeholder management']",
Business Analyst,Photon,2,5,['Bengaluru'],"['business administration', 'automation', 'business analyst', 'business analysis', 'analytical', 'agile', 'scrum', 'gap analysis']",
Business Analyst,Photon,2,6,['Bengaluru'],"['automation', 'business analyst', 'uml', 'business analysis', 'project management', 'analytical', 'agile', 'visio']",
Business Analyst,Photon,10,12,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['business analyst', 'business analysis', 'analytical', 'banking', 'agile', 'business process mapping', 'ups', 'scrum']",
Business Analyst,SLK Digital,2,4,['Bengaluru'],"['business analysis', 'sales', 'bfsi', 'feasibility analysis', 'user acceptance testing', '38220', 'documentation', 'case studies']",
Business Analyst,SLK Digital,5,10,['Bengaluru'],"['business analysis', 'sales', 'bfsi', 'feasibility analysis', 'user acceptance testing', '38086', 'documentation', 'case studies']",
Business Analyst -CEO's Office,more retail (MRPL),2,6,"['Bengaluru', 'Mumbai']","['vendor management', 'project management', 'administration', 'documentation', 'business analysis', 'process improvement', 'budgeting', 'strategic planning']",
Business Analyst - Chennai,Photon,1,8,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['business process', 'process automation', 'usage', 'business analyst', 'business analysis', 'agile', 'business rules', 'scrum']",
Business Intelligence Analyst,Msi Services,2,5,['Bengaluru'],"['msi', 'data management', 'database design', 'analytical', 'business intelligence analyst', 'business intelligence', 'analytics', 'sql']",
RPA Business Analyst/ Scrum Master,Photon,6,11,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['process automation', 'automation', 'business analyst', 'agile', 'business rules', 'scrum', 'visio', 'jira']",
Business Analyst,Equiniti India,2,4,"['Bengaluru', 'Chennai']","['business process', 'process design', 'change management', 'product engineering', 'uml', 'business analysis', 'agile', 'application development']",
Analyst/Senior Analyst,Center Study Science Technology Policy,0,2,['Bengaluru'],"['unix', 'data analysis', 'statistical analysis', 'linux', 'senior analyst', 'analytical', 'data processing', 'high performance computing']",
Business Analyst,Photon,2,6,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['business analysis', 'trade finance', 'analytical', 'agile', 'software development life cycle', 'programming', 'test cases', 'jira']",
Business Analyst,Viacom India,1,4,"['Bengaluru', 'Mumbai', 'Pune', 'Bokaro', 'Gurugram', 'Surat']","['business analyst', 'business analysis']",
Sr. Analyst - Software Engineering - Quandl Associate,Nasdaq,0,3,['Bengaluru'],"['unix', 'selection process', 'core java', 'linux', 'manager technology', 'infrastructure', 'tcp/ip', 'apache']",
Senior Accounts Receivable Analyst,Booking Holdings,0,1,['Bengaluru'],"['accounts receivable', 'allocation', 'billing', 'collections', 'otc', 'operational support', 'accounts payable', 'tds']",21.0
Senior Analyst - Corporate Accountant,Arena Investors,0,1,['Bengaluru'],"['bank reconciliation', 'accounting', 'corporate', 'back office', 'manager technology', 'cash flow', 'asset management', 'corporate accounting']",
Oracle CPQ Business Operations Analyst,Motorola Solutions,3,8,['Bengaluru'],"['it services', 'product management', 'supply chain', 'plm', 'process automation', 'erp', 'telecommunication', 'oracle']",
Business Operations Analyst,Motorola Solutions,3,8,['Bengaluru'],"['it services', 'product management', 'supply chain', 'plm', 'process automation', 'erp', 'telecommunication', 'oracle']",
Content Analyst / Sr . Content Analyst,Grihasoft,0,7,['Bengaluru'],"['content', 'sr', 'content analysis']",
Senior Analyst,Oncofocus Solutions,0,2,['Bengaluru'],"['analytical skills', 'analyst', 'statistical analysis', 'clinical development', 'healthcare', 'competitive intelligence', 'biology', 'ms office']",
ESaaS - SFDC -Business Function Analysis & Business Architecture ESaaS,Zensar,8,10,['Bengaluru'],"['order management', 'sales', 'sfdc', 'architecture', 'consulting', 'cloud', 'manager technology', 'business process lead']",14.0
ESaaS - SFDC - Business Function Analysis & Business Architecture,Zensar,8,10,['Bengaluru'],"['business system analyst', 'service contracts', 'architecture', 'sfdc', 'cloud', 'salesforce', 'business architecture', 'business analysis']",14.0
Credit Risk Business Analyst,Natobotics Technologies,5,10,"['Hybrid - Bengaluru', 'Mumbai']","['capital market', 'counterparty credit risk', 'investment banking', 'credit risk', 'business analysis', 'analysis', 'credit analysis', 'investment']",1.0
Market Research Analyst,Iqvia Biotech,5,10,['Bengaluru'],"['usage', 'product service', 'process training', 'pharma', 'analytical', 'market research analyst', 'healthcare', 'clinical research']",1.0
Market Research Analyst,Iqvia Biotech,1,3,['Bengaluru'],"['usage', 'product service', 'process training', 'pharma', 'analytical', 'market research analyst', 'healthcare', 'clinical research']",1.0
Moody's Business Analyst - Credit Risk,Luxoft,6,11,['Bengaluru'],"['oracle', 'sql', 'stakeholder management', 'waterfall', 'agile methodology', 'risk management', 'credit risk', 'basel']",2.0
Business Intelligence Analyst (Finance),Exxon Mobil Corporation,2,7,['Bengaluru'],"['data analysis', 'manager quality assurance', 'networking', 'data management', 'senior analyst', 'project management', 'budgeting', 'forecasting']",
"Sr. Manager, FOAA Projects, Finance Operations, Accounting & Analysis",Amazon,7,12,['Bengaluru'],"['project management', 'team management', 'business analysis', 'business development', 'market research', 'analysis', 'matrix', 'budgeting']",2.0
Online Data Analyst Tamil (IN),TELUS Digital AI Data Solutions,1,3,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['digital', 'digital marketing', 'python', 'macros', 'project management', 'data analysis', 'pivot table', 'business analysis']",1.0
Online Data Analyst English (IN),TELUS Digital AI Data Solutions,1,4,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['digital', 'digital marketing', 'hlookup', 'python', 'macros', 'project management', 'data analysis', 'pivot table']",1.0
Online Data Analyst Marathi (IN),TELUS Digital AI Data Solutions,1,4,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['digital', 'digital marketing', 'python', 'project management', 'data analysis', 'pivot table', 'business analysis', 'vlookup']",1.0
Online Data Analyst,TELUS Digital AI Data Solutions,1,4,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['digital', 'digital marketing', 'hlookup', 'python', 'macros', 'project management', 'data analysis', 'pivot table']",1.0
Remote Data Analyst Hindi Speaker,TELUS Digital AI Data Solutions,1,4,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['digital', 'digital marketing', 'hlookup', 'python', 'macros', 'project management', 'data analysis', 'pivot table']",1.0
